id,news_url,title,tweet_ids
gossipcop-860892,https://theworldnews.net/us-news/tv-scoop-awards-2018-vote-for-your-favorite-breakout-stars,TV Scoop Awards 2018: Vote for Your Favorite Breakout Stars,745694519555952640	745695205152727040	745695513186426880	745695519465299970	745695519079489536	745695562582786049	745695626113884160	745695636889042944	745695642211627008	745695886026563588	745695936077168641	745695935456411648	745695939763986432	745695995749601280	745696126905397248	745696141493207040	745696164612169728	745696168303169537	745696166910660616	745696172996648960	745696176809205760	745696175051804672	745696220174127106	745696222778818561	745696227409309696	745696227279286272	745696226746605569	745696232010448897	745696230076866560	745696229653241856	745696233440706560	745696240340336640	745696243603509249	745696243586736128	745696247172849664	745696246124294144	745696260779188225	745696260686942208	745696268010168320	745696277673848832	745696298221731840	745696311899369472	745696311521878017	745696330253643776	745696358120599553	745697382508171264	745697536804003840	745697628550103041	745697641024020484	745697648485662720	745697654064111616	745697653363638272	745697666965770242	745697792136462336	745697878388019200	745698074081665024	745698091626434560	745698130990108672	745698148216012801	745698192671408128	745698764506148864	745698896291106817	745699542364987392	745699553249107968	745700462674927616	745700844616704000	745701228919799808	745701259366146048	745701702968315906	745703403204939776	745704561826893824	745704574137180165	745704583133986816	745704592369844224	745704589844848640	745704621935460353	745704631024553985	745704665455562752	745704682144702464	745704712553402368	745704726214283264	745704737618616321	745705037066690560	745705402470273024	745705409206358016	745705424070926336	745705451069702148	745705455494651905	745705453770833920	745705453431070720	745707021756882944	745707040257937408	745707053474160640	745707068925972480	745707109879156736	745707117227581441	745707134386470912	745708718063489024	745709697978687488	745709976321142784	745710547308523521	745710700463435776	745710707434356736	745710716825440256	745711142790643712	745711167524376576	745711499621048322	745711619880161280	745713800645476352	745725440489299968	745725695511363584	745740950916505600	745741754603708417	745765014116704256	745795102493253636	745811128828067840	745815211035222016	745841544272420864	745841883264454656	745848334695399424	745959466718289920	745983793991933952	745986542800343040	746013348832108544	746067184451993600	746067704545742848	746069607291588609	746121776275554304	746143712384712704	746144978598912000	746183575926509569	746373434209275904	746470101495353344	746721418226864128	746725381483470848	746741254931812353	747105131863379968	747145814208712704	747310971819950080	747466481278062593	748324264630173698	748393196871368704	749316758763339777	749317182396456961	749649125386309632	749763865823612928	749804203489525761	875429439127121924	875430274737352704	875430860773666817	875430859242840064	875431003904507905	875431245605347329	875432521420349440	875433025240170496	875433089324986368	875433116537638915	875434576063090688	875435031228973056	875436862860435457	875437031886774272	875437030536224769	875437107434594304	875437109787492352	875437633769398272	875438388979093505	875439725691019264	875445420658274304	875445822103576576	875450481987821568	875450488744951808	875450488459714560	875453987939647489	875455605011558400	875455845445681153	875458080477151232	875462300735385600	875464623532769282	875469279499563008	875471008009814016	875482823020339201	875515618178498560	875515937809629185	875516919616589825	875521145491140615	875536312224419841	875543773018808324	875545047730728962	875547445375123456	875549013822406657	875563827823128576	875578961123713025	875585014661955584	875589726605934592	875591432400130048	875632436259966977	875670485371105280	875678845940228096	875682071535943681	875684727147155457	875692029833080833	875718989762228225	875738806800068608	875796267724660736	875799510202564608	875811921089490950	875826130091216897	875840347066306560	875892119411589120	875893460573835264	875902664109735937	875914653964140544	875914653905375232	875954212626087936	876049756434251776	876303074108727298	876305190663540737	876350701936443392	876446299414986752	876513663947071488	876538161387712512	876623297122902019	876713877265711104	876722164086456320	876786723698724864	876897131986137089	877080420340252672	877208133042622464	877228317149196288	877256847396417538	877258051178377218	877269659128647680	877361127876771840	877421593345089538	877550660673253376	877621995872985088	877636356612259840	877672353391628288	878015411765223424	878021626666733568	878087017527103488	878147104736260096	878297034289102848	878378655885471744	879179031387799557	879181560280494087	879404371368439808	879409987537301508	879463832002973696	1007340654966525952	1007340732997341184	1007341743136624640	1007342812768210944	1007343323701444608	1007343484800524288	1007344457417674754	1007346088511262720	1007346461124657152	1007353196778606592	1007353620994539521	1007354127058255873	1007354299322699776	1007355254050975744	1007355860887236609	1007362479482179584	1007373006027608066	1007373072901390336	1007373285544333313	1007375997682049024	1007376164325937153	1007376172618076165	1007376183103819777	1007376180310413312	1007376197729308672	1007376197016309760	1007376255283531781	1007376422736932864	1007376441909137408	1007376444295647238	1007376462293368840	1007376477661384705	1007376501447315456	1007376715725852674	1007376799356121088	1007376801465761793	1007376943472435200	1007376951563177991	1007376956059475968	1007376955640033280	1007376963345018882	1007376961348554753	1007376961109233664	1007377014536499201	1007377042034364417	1007377178655444998	1007385031793233921	1007386681769648128	1007388268210552832	1007396761659322368	1007400628581289984	1007434657774948352	1007435623152660480	1007474629055733761	1007493348532412417	1007544586061975552	1007629294796001282	1007633015101632513	1007633092155240449	1007688552602316801	1007720652365803520	1007748600770768896	1007777285683007488	1007946930914242560	1008078227791929344	1008085977875795968	1008148101721477120	1008148649182973953	1008148884047179777	1008214116820021248	1008255210022678528	1008261803992903680	1008275283516874755	1008290433611399168	1008304613601304576	1008353347424935942	1008362947029143553	1008375186427543552	1008376219182645248	1008402533583335425	1008403732713889792	1008459479762067458	1008561110918877184	1008584216378916864	1008598660869906433	1008723317380014080	1008809416232132608	1008861337789911041	1008888714972553216	1008897981330812928	1008929325138055168	1008977195488825346	1009007398261010432	1009117488792195073	1009136351537696769	1009143103175954433	1009151688463306752	1009158590542704641	1009159603106480128	1009166010371510273	1009182794101096448	1009241384065196032	1009244496519946241	1009264241080037376	1009289500693008384	1009329795304448002	1009354687097790464	1009384404379201537	1009514957828968448	1009635756589998080	1009680006111531008	1009690297964507137	1009723808608145408	1009754373629460480	1009786063504715781	1009795268945043456	1010005869889716224	1010084696296833024	1010183178517188608	1010271597310210049	1010553798710841344	1010720934322491392	1010750198707052545	1010872856350208000	1010895668947378178	1010912344468344833	1010924317918392322	1010950976789012480	1011112558831468544	1011246275575074817	1011252283311640576	1011272660334960641	1011341008397889536	1011345780391792640	1011369270335459329	1011406572571058176	1011418144739508224	1011577761679462400	1011632043418103809	1011666013488754688	1011668710875123712	1011704100281552896	1011706402690289664	1011713129183494144	1011714754543570945	1011727553055379461	1011825342510534656	1011909850606002176	1011989210935377920	1011994592034672640	1012073307951321088	1012089911154012160	1012144912689557504	1012248485180030976	1012372464490475522	1012374889578328066	1012410458417041409	1012421322092134400	1012432432656629761	1012436977306783745	1012442775684616193	1012487684583927808	1012531764437270528	1012555522292080640	1012598239764234240	1012598648293781504	1012617268218347520	1012718322155229186	1012764987549351936	1012766995253608448	1012768216278622209	1012787142156677120	1012798761658081281	1012812900635955200	1015317244891533315
gossipcop-925984,https://www.w3livenews.com/Entertainment/2018/04/09/John-Krasinski-Jokes-He-Stalked-Emily-Blunt-and-Reiterates-Devil-Wears-Prada-Love/8690550,John Krasinski Jokes He Stalked Emily Blunt and Reiterates Devil Wears Prada Love,983037427282579456	983037756799504384	983038044990160897	983038287114899456	983038602979545089	983038666695114752	983038671329873920	983038669446500352	983038813508255746	983038905963474944	983038967871410177	983039273250312192	983040062333112320	983041798112083968	983042579804704769	983045797217353728	983046418624430080	983054097614950400	983062397438095360	983062694537248768	983070120024027136	983071240947630080	983077639668682752	983084217658560512	983089819558363136	983095148677554176	983102556476813312	983107670453338112	983114671036264448	983114669744447488	983114863647055873	983114877718945793	983114891631439873	983114903803301889	983114941539536896	983115042022445057	983115057717444608	983115085508960256	983115104941170688	983115153117011968	983115161652350978	983115319756689408	983115324785659905	983115373473075201	983115410064232450	983115415684435969	983115582953459712	983115594231840768	983115610421977088	983115637357731840	983115672019402752	983115821613572096	983115823089844226	983115830694170625	983115836805304322	983115873006313473	983129823789826048	983135106947678208	983142446925139968	983147956474822656	983155191246499842	983163009185886208	983169806344966144	983171697300983809	983171780218146816	983172025253539840	983175144486068229	983180389530218502	983188043929497601	983188096631132161	983195445747843072	983203325934952449	983210917360840704	983217524228554752	983222867729891328	983228070113890305	983233183956152320	983238436617306116	983246608576868352	983253662947405824	983260931978399744	983261027763535872	983268056188121088	983273446170771456	983281172984688640	983288497527115778	983293655036276736	983298682148630528	983306247205089280	983313639145783296	983320549387468801	983326498437279745	983331514355138560	984046910209232898	984059997389754368	984073836785291265	993756937379606530
gossipcop-911983,http://celebritymaximum.com/2018/02/06/so-long-krystal-arie-luyendyk-jr-explains-why-he-sent-the-bachelors-most-polarizing-contestant-home/,Celebritymaximum.com,960957805803970560	960958553400885248	960958614654480384	960960895760388097	960965439315742720	960992339161468928	961078257243189248	961078264310652930	962366448583688194
gossipcop-858664,http://thepoliticsforums.com/threads/83390-Sean-Penn-did-not-Punch-somebody-and-gets-Rewarded!,Sean Penn did not Punch somebody and gets Rewarded!,870700993008107520	870701146830061568	870701354892709888	870701844464517120	870702537854156801	870702564198580228	870702859360141314	870703060716105728	870703386135371776	870703432474148864	870704113721384960	870704311193305088	870704351420923904	870705195713298432	870705613067530242	870705615189925888	870706877155258368	870708896167362560	870711696653824001	870713435599716357	870715665539190789	870715670559772672	870715667929899008	870715673772605440	870719765253410816	870736888793116672	870736912541265921	870736949073641474	870737077209575426	870737106917785600	870737113473589251	870737647089704960	870737867131277312	870737940632276992	870738105367769090	870738105170579457	870738140062941184	870738172958961666	870738601482616833	870738656176328704	870738881536249859	870738900091883520	870738936074821633	870739186193764352	870739201850998784	870739459020644352	870739472153006081	870739497583091712	870739893118304256	870739899170816001	870740091081302017	870740227912060928	870775315207008256	870804933360066560	870812545942265861	870812910641139716	870813706460045312	870833395219038209	870833517810372608	870833517449678848	870837796684136448	870839470181933057	870872837166219264	870876614459969536	870924329185366017	870949771887890432	871039350632468480	871068824887361536	871137281918332930	871213927375532032	871250615657213952
gossipcop-893257,https://www.cosmopolitan.com/entertainment/a25662309/khloe-kardashian-claps-back-photoshop-instagram/,Khloe Kardashian Claps Back at a Fan Accusing Her of Photoshopping a Picture on Insta,929526139009187840	929526175365455872	929526342961557504	929526829723070464	929527520067801088	929528203886059520	929528710595784705	929528762013806593	929529172266905600	929529241883983872	929529315519352843	929529322016333825	929529345768648704	929529711822172160	929529758207107072	929531641285849088	929531644301791232	929532216908029952	929532221928611842	929532265843093506	929532816341241856	929533974312923137	929534011348869120	929535653129449473	929536854327689216	929536973945090048	929537272826990592	929538512755372032	929540650361589760	929540968046620674	929541128512245761	929541659913785344	929542412413923330	929544594374713345	929545996123672576	929550827898986496	929552096763944960	929562950846869504	929563366108012544	929570711500410880	929587081382281218	929596456150822914	929602953891270656	929614291430453248	929656798688284672	929656820884439041	929656839930773505	929656888190472192	929657048685522945	929657067861954560	929657105220554753	929657137885777921	929657200070594561	929657283558166529	929657312570216448	929657316592488448	929657325941592064	929657333071872000	929657352336363520	929657397693550592	929657423056527360	929657641311318016	929657639201656832	929657658533179393	929657712094404609	929657725012840448	929657768713293826	929657811218386944	929657827488083973	929657844646973441	929658131872927744	929672673856278528	929781293025546240	929867451206131714	929867909958127618	929894410388627457	930459811115880448	930459821018636289	930461071294521345	930465367943798785	930469157749116928	930488275642519552	930490767222636544	930491808735485954
gossipcop-850409,https://www.harpersbazaar.com/celebrity/latest/a19703814/who-is-kate-hudson-boyfriend-danny-fujikawa/,Everything You Need to Know About Kate Hudson's Boyfriend Danny Fujikawa,862513382896746496	862513388655489025	862513393353216000	862513520369258496	862513709524041728	862514224614043655	862514241328361473	862514241261240320	862514254934675456	862514622435176450	862514789641146369	862514797853556736	862514802681196544	862514811590000640	862514832305659904	862514886131146752	862514891239809025	862514889423704064	862514894570012672	862514924794327040	862515000426082304	862515449069809665	862515659271413760	862515895972835328	862516485801095168	862516645213765632	862516650557427713	862516650247036928	862516665065422848	862516789980409856	862517106012803073	862517165244776448	862517174694535168	862517365291876352	862517824400617472	862517870898622464	862517888644763648	862517961478766593	862517984555929601	862518151761801216	862520194236895236	862520532360495105	862520858236952577	862521013480951809	862521291835920384	862521433242484738	862521432483540993	862523278522535938	862523294515437568	862524201650933761	862525485191966722	862525490300674048	862525521384656896	862526215491436545	862526952162213893	862526960009859073	862526959795843073	862526959678504960	862526960714502144	862526968511647744	862526968960401408	862527041689845761	862527953783181312	862528099795296257	862528134142361600	862528832636559360	862528849757732864	862529322686525440	862529513959432192	862530289175846912	862530473448194048	862530473318170624	862530473309872129	862530473284648960	862530472265396224	862530472039010304	862530471590117376	862530665002270720	862531008968613888	862531900304437248	862532249861984256	862533241726681088	862533370613383168	862533462229692416	862533627174957056	862534565004529665	862534631089897476	862534750166188032	862535137715736578	862535270666706944	862536375769473024	862537509749653504	862540668958380032	862541151752118272	862546496335556608	862548545160794112	862548628765913089	862552164346068992	862553403494420480	862562952288665600	862567163525296132	862571243806916609	862571657789030400	862576405330018304	862579525518893056	862592701719511041	862704897870798848	862721638172737537	862938589113536512	862938698018693120	862961046105059328	862961837750460416	862961835124719616	862961840858386432	862961839692333056	862961839390416896	862961838811627520	862961838551482368	862973675674386432	865077028852248576	865346113427185665	865647060921368577	865679255182733313	866121930725785600	866162099348811777	866378863533727744	866938070335201280	867194497066823680	870036992964399109	870653285543407616	872228906157387776	873730070367670274	874308115654725633	874804133500510209	876947272696778752	879095933937614850	879518952988213248	879991303332913152	880867835660128256	881137610265165824	882137973965377536	883492632084840448	884129336131035136	884956543967526912	886152670918127616	887675702690156545	888175522215333889	889751124210847749	890296219762872320	890656337167888385	890854413056839680	891925235695587329	892357543795806209	894463425178472448	894646134844649472	895295919347859456	896167406854438914	896734155307978753	897884967514066945	898188222735548416	898606731860758531	898676954659823616	899081354595504128	899445752799404033	901916292206256128	902113601498095616	903803474474872833	905060772304359424	905296307270676481	906183416147791873	908694477283495936	909452202955214848	911229163348078593	911973070306512896	914719176421466112	915984494863241216
gossipcop-942876,https://people.com/tv/jackson-odell-cause-death-accidental-drug-overdose/,The Goldbergs Actor Jackson Odell Died of an Accidental Drug Overdose,1005871589290848258	1005872263084666881	1005872468505055232	1005874184310968320	1005874901314686977	1005875595891367936	1005875956282621952	1005876441358196736	1005876998558834688	1005881995266699265	1005886675757813760	1005887184442777600	1005887562383101952	1005890287108001792	1005894733699272704	1005899747993976832	1005900911787458560	1005902269336846336	1005914029418659840	1005918739425001473	1005921454129479680	1005927217560543232	1005929154716450818	1005941899528757248	1005942079632101377	1005947287896580096	1005948215634477056	1005950488305528834	1005950740077170688	1005951944685305856	1005952216572755968	1005953469373648906	1005957319576842240	1005960075775578112	1005964047274139653	1005964214790311936	1005965178855395328	1005970284732530689	1005972634863980544	1005977700153024512	1005989634013163520	1006002805344174080	1006005081173610507	1006008286259433472	1006011279683792896	1006020706470068224	1006030146338320384	1006032284800045056	1006040480109465600	1006044281533026304	1006065556032811014	1006066751140843521	1006068776767578112	1006068857973460992	1006069468118880256	1006069560926187522	1006069591481692160	1006069677636964353	1006070085767884800	1006070860468445184	1006090986672607233	1006147310567297024	1006155946295480326	1006156754495864832	1006161804140208128	1006184408569741314	1006198861214306304	1006230316472848384	1006245669076701184	1006578156013318144	1007287683926802433	1010265432849309700	1034495497879388163	1048111064188170240	1057050955227820032
gossipcop-872759,https://tlcnaptown.com/2352693/janet-jackson-is-in-good-spirits-as-she-prepares-to-resume-tour-as-a-single-mom/,Janet Jackson Is In Good Spirits As She Prepares To Resume Tour As A Single Mom,895725356887527424	895727607219617794	895727781430136832	895728271031017476	895728969059905542	895732612769103872	895733547465457664	895735671507243009	895736620795781120	895738226094342155	895741579167637504	895747974130794496	895755247758528513	895776083072749570	895813245331619840	895822423500763136	895870197940092934	895882001068171268	895907724730527744	895946999295594496	895951055086907392	896095555771785216	896127162486448129	896219290835324928	896311284710477824
gossipcop-884026,https://globalnews.ca/news/3780493/jim-carrey-lawsuit-cathriona-white-note/,Jim Carrey lawsuit: Unearthed note from ex-girlfriend makes shocking claims,914177902798876673	914177911199956992	914178354743521281	914178379540307968	914179242031812608	914179362072727553	914180669261205504	914182820779757575	914183333025693696	914183486751244289	914184077191737345	914184106493300736	914184106031775744	914184489596801024	914184495267491843	914185085988913152	914185100665016320	914185127722352640	914185410326224896	914185984077594625	914188406686707712	914189122281013248	914189425541758976	914189682208100353	914189766350053376	914192694276182018	914193200784527360	914194470098411520	914194993299980288	914195994207768580	914198675793969152	914198679531040768	914198683020779521	914198686120505346	914198703132385282	914199804053381120	914202639201652736	914211116108173313	914230112534614016	914234300542861312	914234329319989248	914234335548416000	914234912453963776	914236451939811328	914236497758490625	914236545095409665	914236560748498947	914236693779238914	914236725781762048	914236742793940992	914236739887206406	914236774473519109	914236779208826880	914236781989699584	914236955562520581	914236964425134080	914236991318970369	914237019932545024	914237054002843650	914237062475321344	914237091084668928	914237097229340672	914237278553243649	914237298367238144	914237343535714305	914237356697321474	914237468714655744	914237526243778560	914237526126284801	914237567024934917	914239902786609152	914275714244894720	914275735505793025	914284542600638464	914285134131679233	914285518610771968	914366021926080512	914368090154119169	914368098857312256	914614060318150657	914691436993327104	917735178868576257	920072070662418432	920603304614420480
gossipcop-950749,https://www.zmonline.com/photos/zm-photos/heres-what-lindsay-lohans-parent-trap-body-double-looks-like/,Here's What Lindsay Lohan's ‘Parent Trap' Body Double Looks Like!,576133318095331328	584816060517457920	844693985817870337	844693991425687552	844694029346353152	844694026494197760	844749059197812736	844782791321563137	844848651834843136	847654951559905282	857037558009737217	857039572429090816	857952317492133889	868217963488329728	869508995807027200	870373671558275072	871975225809707010	872258352700563456	873998304027099136	876140417724538880	877051164839133184	878968208048271361	880008411626196992	880183295186800640	880183302237421571	881005215356403712	883102055379869697	885457561268273152	903368380773789696	903415455498502144	974156360450478080	1023511739957211136	1023513986074066944	1023514114688212992	1023514831465459712	1023515456274096129	1023515759488581632	1023515851130130432	1023516022815563777	1023516102020743168	1023516752771076096	1023516895159496704	1023517688029700096	1023518371172818946	1023519164609249280	1023519625680699392	1023521538186739712	1023522597059915776	1023527327559348224	1023529834838777856	1023532266100850688	1023534780976189440	1023538741590155264	1023538974701305857	1023543932716634112	1023553762915274752	1023559524064481280	1023566078822178816	1023578584751861772	1023578638875324416	1023581312643297286	1023618919272198144	1023618952277229570	1023618963056611328	1023618995444961280	1023619057654874112	1023619204463906818	1023619250399928320	1023619248701288449	1023619250982932483	1023619262231982080	1023619297187454977	1023619302837104641	1023619432327905281	1023619439810494464	1023619484106612738	1023619503798796288	1023619503471710214	1023619698569748480	1023619721541939200	1023619804899536896	1023619827708116992	1023619929927557122	1023619972042555392	1023619968934535169	1023619985132929029	1023620036257370112	1023620054246666241	1023666250763792385	1023666273584988160	1023687372238540800	1023690045138587649	1023786141424791552	1024014396723486725	1024381181608046598	1024388482918232064	1024391752789188622	1024394271653281792	1024398294443675648	1024404086731550721	1024404335390859264	1024406850412924928	1024406940749848577	1024418679990177793	1025124188904779776	1025927005412446208	1034180514020765696
gossipcop-860866,https://www.esquire.com/entertainment/movies/a25133806/joe-alwyn-mary-queen-of-scots-interview-2018/,"Prepare to See Joe Alwyn in, Well, Everything",874965664699756544
gossipcop-881554,https://variety.com/2017/politics/news/donald-trump-emmy-award-ratings-1202564180/,Trump Says He Was ‘Saddened’ by ‘Worst Ever’ Emmy Ratings,910506349422895104	910506818706821120	910507465179049984	910507924220403714	910508760233398273	910508892097884160	910509164320800768	910510625998041088	910511558450712578	910512006947643395	910513160104247299	910518663958220800	910518815200546818	910519053181218818	910519305518927873	910520991121633281	910523592726667264	910534256752857090	910547237209600000	910548464131440640	910554596694573056	910575244179595264	910584106177712128	910852186300698624	910852546012569601
gossipcop-880486,https://hellogiggles.com/news/prince-charles-transition-to-king-might-already-be-in-the-works/,"Prince Charles’ transition to king might already be in the works, and here’s what we know",908835153589542912	908840173374513153	908840388177182720	908840781741531136	908842815660183557	908843511532998656	908843533662121985	908843580529274880	908843588737470471	908843956632403969	908845234783535104	908845850079633409	908846713846194176	908847190851899392	908847305868136448	908847716293398528	908847920455151618	908848362602016773	908851721102905346	908853391408848896	908853460480647168	908853464519761920	908856352394612738	908857270137610240	908859276310986754	908904820056248320	908929048121892864	908943145064435713	908947971366146049	908948113607598081	908948138064515073	908948156804685824	908948198613544960	908948209959161856	908948341563772928	908948361771933697	908948361449000960	908948389315973120	908948401047396352	908948397431885824	908948438309593089	908948448539488257	908948780069851136	908948805923549185	908948907115339776	908948945081999360	908948961137963008	908948979475521536	908948997305454592	908949030679531520	908949074484891648	908949149281898498	908949171553685504	908949190935531520	908949213014368256	908983481258065921	909019678932176897	909027171573825536	909075300037939201	909098508644442112	909109831528837120	909125365133660160	909126249020362753	909126337507598336	909127434016092162	909132326969454593	909177719165980672	909209431090565120	909253914922557441	909253952356614144	909254665774206977	909266977692225536	909313509862907904	909313854093570049	909314860437135360	909315269369135105	909315645023678464	909334971952885760	909387199786946560	909518986416713729	909788603814948865	909789905961746433	909810788621279232	909815327063789569	909819591139971072	909827625253834753
gossipcop-897431,https://en.wikipedia.org/wiki/Colin_Jost,Colin Jost,936579903708901376	936580431272607744	936580548247670785	936580819107360769	936580837688184833	936581095482707968	936581185635082240	936581429890203649	936582560791928832	936582824601292800	936583602527076352	936584206691524608	936586507015589888	936586595259551744	936587711271637003	936588515206459392	936596036453371909	936596443292491776	936613856000073729	936616596885458945	936619161559511040	936629672716197890	936645034354663426
gossipcop-852198,https://www.washingtonpost.com/lifestyle/inside-melania-trumps-complicated-white-house-life-separate-schedules-different-priorities/2018/05/06/60f6f07e-4703-11e8-9072-f6d4bc32f223_story.html,"Inside Melania Trump’s complicated White House life: Separate schedule, different priorities",864213886144319488	864214447987937280	864215114886422528	864215126093647872	864215173908774913	864215177117356032	864215186638426114	864215388749475840	864215411688173568	864215656320950273	864216018268377088	864217943609008128	864218393813016576	864220378108903424	864220644182900737	864220774525149184	864222043369230337	864224525969379330	864284034012069888	864291846943416321	864294362624122881	864294377975291904	864294596498513921	864294602936696832	864294602634780672	864294603796520960	864294608582303744	864295146690670592	864296998375116800	864297011037601792	864297007778734080	864297619815677952	864298117264326656	864298122389762049	864298126307319809	864298123358687233	864298130962919424	864298132732919808	864298141301981184	864298379823562753	864300075782201344	864301044968243200	864301070226309120	864304456225112065	864372883191021568	865682613247148033	890648536315871232	894986134803099649	904149769697853440	905652913128620034	906515188156915712
gossipcop-908254,https://www.vogue.com/article/maisie-williams-bridesmaid-at-sophie-turner-and-joe-jonas-wedding,Maisie Williams Will Be a Bridesmaid at Sophie Turner and Joe Jonas’s Wedding,955584375122550784	955585950763143175	955586211627888640	955588380791746560	955588668613386241	955590420704083968	955590916810579968	955594395075538944	955595983311654912	955599063625420800	955600826944253952	955606191412936704	955610437319561217	955613728723972096	955626226785202177	955632360816459777	955637675297357825	955650765313384448	955655190350323714	955671244988280832	955687759393550336	955692212251250688	955703990032982017	955713786396266497	955720470392901633	955723166814494720	955724888676945921	955725635598594048	955729514834743296	955736776064221184	955742060736167937	955749600639385600	955754773810053121	955760110134902791	955772229903572992	955787034081349632	955788413432627200
gossipcop-889739,https://article.wn.com/view/2017/10/27/What_They_Watch_The_TV_Diaries_of_Chicago_Med_Star_Torrey_De/,What They Watch: The TV Diaries of Chicago Med Star Torrey Devitto,923884635263815680	923886004934647808	923886004905193472	923886012375343110	923886010118782976	923887301754679296	923887510983454720	923887547822104576	923888118381477888	923888172873986048	923889079376367616	923889111257169920	923889792743628800	923892168409927681	923892639581294592	923893680544649217	923894971337281536	923897167059869696	923898513766932481	923898784513449984	923899447313960961	923900791622111232	923900796219076610	923901189833424898	923902732565495813	923907731064582144	923912691273515013	923917868554735616	923918102794063872	923920159806550017
gossipcop-911379,https://www.dailymail.co.uk/femail/article-5656697/Married-Sight-star-sex-early-having-baby.html,Married at First Sight star who had sex 'too early' is now having a baby,960865203855519744	960865909840793602	960866455402237953	960866505671004160	960866557692907520	960869756986261506	960870714067763202	960872245991231488	960874211886747649	960874501276749825	960874830626160640	960877295975112704	960877749199044608	960885775939256320	960890182865125376	960893318107340802	960897153039204357	960900995193626624	960918658951368705	960935732654219264	960939477140045824	960939475999195136	960941000922312704
gossipcop-845913,https://en.wikipedia.org/wiki/Nicolette_Robinson,Nicolette Robinson,856928372513017857	856929002539429890	856929351635423232	856929398368239616	856930600850030592	856931053176573952	856931374766227457	856931440080146434	856933860877123584	856937637814206464	856937657078763520	856937664334909441	856937666033590272	856937892135845889	856937891603165185	856937914915106816	856938387248250880	856947385838292993	856952227440631808	857054848793145344	857105270346059777	857251515840331777
gossipcop-933029,https://www.today.com/parents/40-last-minute-mother-s-day-gifts-she-ll-really-t90106,42 last-minute Mother's Day gifts that she'll actually love,993637102406418434	993638630999642114	993638748557664256	993640382343790592	993640476371816448	993640866219610112	993641020800880641	993648340154945536	993653366096973830	993658662815023104	993662549139828736	993770876846903296	993822650555420672	995029350671114240	995137041695494145	995395823721730048
gossipcop-939721,http://wstale.com/lifestyle/botched-patient-ottavio-wants-the-doctors-to-give-him-the-ultimate-pop-star-look-on-botched/,Botched Patient Ottavio Wants the Doctors to Give Him the Ultimate Pop Star Look on Botched,1002009849016676352	1002083912196255744	1002084030517522432	1002084043746357248	1002084083500019713	1002084080886910976	1002084084070404096	1002084114894409728	1002084131398914048	1002084130010648577	1002084291243802624	1002084300467130368	1002084303407337477	1002084310202114048	1002084336458452992	1002084387150811136	1002084585486905344	1002084599818792960	1002084616654778368	1002084662444019714	1002084879901908993	1002084913154285568	1002085075004153856	1002085313961971713
gossipcop-848402,https://www.complex.com/pop-culture/2017/05/real-housewives-star-offers-oral-sex-daughter-meet-john-legend-chrissy-teigen-responds,"'Real Housewives' Star Jokingly Offers Oral Sex From Daughter to Meet John Legend, Chrissy Teigen Responds",860107805755408384	860108302415417345	860108356429561861	860108978122092545	860109099765313540	860109161488674816	860109619582164992	860109625571635200	860109707280777217	860109886780297216	860109934083661824	860109960419708929	860110081211478016	860110095799156736	860110116716244994	860110178892558336	860110341925097472	860110368550510592	860110668279799808	860112105969549314	860112950480207872	860113003953496064	860113307142729728	860113572596244480	860113585468461056	860113584247914497	860113584012972032	860113594108727296	860113617663934464	860113633614811137	860113640829075461	860113641940463616	860113756113829891	860114020245917696	860114094095048704	860114217541697537	860114848432009218	860115121514856450	860115177760411648	860115195904929792	860119107571765252	860121083663351809	860122731009908737	860128898662637570	860128904144498689	860128901636345856	860129528307343361	860171723508822016	860175465159376896	860177321608835072	860179253941293057	860180264965648386	860209748221743104	860247189951533056
gossipcop-955009,https://www.usmagazine.com/celebrity-moms/news/michael-buble-wife-luisana-lopilato-welcome-baby-no-3/,Michael Buble and Wife Luisana Lopilato Welcome Baby No. 3,1015046185583890432	1015046211781451776	1015046245419814913	1015046281536901120	1015046311102631936	1015046325828808705	1015046339057672192	1015046474009337856	1015046489385644033	1015046513255505920	1015046768277577729	1015046765886803968	1015046770911571968	1015046963069358081	1015046973391626240	1015046995021631488	1015047016802635776	1015047208515833856	1015047236454174721	1015047243425046531	1015047302329917440	1015047310609469440	1015129780700753920	1015926725279182849	1015928516125319168	1015931757839908865	1015935784879345669	1015937039949320193	1015941322606350337	1015943334676914177	1015950130523107328	1015951162741264384	1022541579402268672	1022541928926257153	1022542104055111680	1022543045542047744	1022549671669952513	1022550662758973440	1022551215379542016	1022552188495654912	1022555567733108736	1022564765124579328	1022582103425396741	1022582642531856384	1022607396252860417	1022608358967332864	1022611311677460481	1022640759592427526	1022647055695708160	1022647727715430402	1022650773958578176	1022651814267760640	1022663020231700480	1022663296841916416	1022673908812718080	1022724436557017088	1022893483600867328	1022920326479523841	1022948676774383616	1022949701765787648	1022952518958166017	1022954805206036480	1023221186048610304	1023957559454121985	1024070096812171266	1024070368661852160	1024071806121115648	1024101289045774337	1024128436430929921	1024188541172101120	1024189614557417472	1024191851115495424	1024193821385674752	1024197098844172289	1024238263509364737	1024286197055664128
gossipcop-897603,https://www.teenvogue.com/story/selena-gomez-not-changing-blonde-hair,Selena Gomez Is Going To Keep Her Blonde Hair,936830208857878528
